# cool                       heat                          temp                t1
1.457113781086355772e-28 2.000000000000000077e-26 3.734820796548954291e+01 2.884031503126605855e+01
1.558996263064188457e-28 2.000000000000000077e-26 3.821815948532969287e+01 2.951209226666385632e+01
1.665874852963140351e-28 2.000000000000000077e-26 3.910837477920610894e+01 3.019951720402016093e+01
1.777861715650602737e-28 2.000000000000000077e-26 4.001932585105099349e+01 3.090295432513590512e+01
1.895065482781332364e-28 2.000000000000000077e-26 4.095149569918051213e+01 3.162277660168379256e+01
2.017591094269947610e-28 2.000000000000000077e-26 4.190537857238685859e+01 3.235936569296282528e+01
2.145539656758083417e-28 2.000000000000000077e-26 4.288148023199554615e+01 3.311311214825911264e+01
2.279008319223468016e-28 2.000000000000000077e-26 4.388031822002672300e+01 3.388441561392025392e+01
2.418090165770394782e-28 2.000000000000000077e-26 4.490242213360284751e+01 3.467368504525316553e+01
2.562874125538804772e-28 2.000000000000000077e-26 4.594833390574802223e+01 3.548133892335754780e+01
2.713444899573132791e-28 2.000000000000000077e-26 4.701860809272812958e+01 3.630780547701014171e+01
2.869882904402469453e-28 2.000000000000000077e-26 4.811381216808384664e+01 3.715352290971726035e+01
3.032264232000934161e-28 2.000000000000000077e-26 4.923452682351268095e+01 3.801893963205612437e+01
3.200660625721516546e-28 2.000000000000000077e-26 5.038134627675931654e+01 3.890451449942804629e+01
3.375139471728364119e-28 2.000000000000000077e-26 5.155487858667790135e+01 3.981071705534973404e+01
3.555763805391239439e-28 2.000000000000000077e-26 5.275574597563257839e+01 4.073802778041125805e+01
3.742592332052396104e-28 2.000000000000000077e-26 5.398458515940844649e+01 4.168693834703355350e+01
3.935679461529072415e-28 2.000000000000000077e-26 5.524204768480623073e+01 4.265795188015925277e+01
4.135075355675752218e-28 2.000000000000000077e-26 5.652880027510150995e+01 4.365158322401661195e+01
4.340825988297095527e-28 2.000000000000000077e-26 5.784552518354971085e+01 4.466835921509630225e+01
4.552973216676862147e-28 2.000000000000000077e-26 5.919292055512632800e+01 4.570881896148751622e+01
4.771554863967808228e-28 2.000000000000000077e-26 6.057170079669214857e+01 4.677351412871981040e+01
4.996604811674266180e-28 2.000000000000000077e-26 6.198259695578168049e+01 4.786300923226384896e+01
5.228153101450412840e-28 2.000000000000000077e-26 6.342635710821376449e+01 4.897788193684461078e+01
5.466226045434942957e-28 2.000000000000000077e-26 6.490374675473178456e+01 5.011872336272725192e+01
5.710846344344253817e-28 2.000000000000000077e-26 6.641554922688173690e+01 5.128613839913648320e+01
5.962033212553488734e-28 2.000000000000000077e-26 6.796256610234554785e+01 5.248074602497725749e+01
6.219802509404766163e-28 2.000000000000000077e-26 6.954561762994772778e+01 5.370317963702527209e+01
6.484166875996940441e-28 2.000000000000000077e-26 7.116554316456237927e+01 5.495408738576245611e+01
6.755135876728494272e-28 2.000000000000000077e-26 7.282320161215019994e+01 5.623413251903490817e+01
7.032716144886200052e-28 2.000000000000000077e-26 7.451947188516182052e+01 5.754399373371569482e+01
7.316911531595203396e-28 2.000000000000000077e-26 7.625525336854876457e+01 5.888436553555889930e+01
7.607723257471889886e-28 2.000000000000000077e-26 7.803146639662932671e+01 6.025595860743577958e+01
7.905150066348050314e-28 2.000000000000000077e-26 7.984905274106193929e+01 6.165950018614822170e+01
8.209188380463985187e-28 2.000000000000000077e-26 8.170897611018502005e+01 6.309573444801932851e+01
8.519832456558083299e-28 2.000000000000000077e-26 8.361222265998789283e+01 6.456542290346556001e+01
8.837074542311703235e-28 2.000000000000000077e-26 8.555980151698368275e+01 6.606934480075960892e+01
9.160905032639733575e-28 2.000000000000000077e-26 8.755274531326165288e+01 6.760829753919819041e+01
9.491312625349468372e-28 2.000000000000000077e-26 8.959211073400224734e+01 6.918309709189362877e+01
9.828284475722677364e-28 2.000000000000000077e-26 9.167897907774587907e+01 7.079457843841380793e+01
1.017180634960790713e-27 2.000000000000000077e-26 9.381445682971117606e+01 7.244359600749898220e+01
1.052186277464245014e-27 2.000000000000000077e-26 9.599967624846884462e+01 7.413102413009177383e+01
1.087843718925437540e-27 2.000000000000000077e-26 9.823579596627926946e+01 7.585775750291836061e+01
1.124151208912689508e-27 2.000000000000000077e-26 1.005240016034156127e+02 7.762471166286920266e+01
1.161106917083667842e-27 2.000000000000000077e-26 1.028655063967944301e+02 7.943282347242814012e+01
1.198708947240842839e-27 2.000000000000000077e-26 1.052615518432508850e+02 8.128305161640994925e+01
1.236955351055523901e-27 2.000000000000000077e-26 1.077134083577958705e+02 8.317637711026708303e+01
1.275844141440326571e-27 2.000000000000000077e-26 1.102223759472077802e+02 8.511380382023767766e+01
1.315373305552435221e-27 2.000000000000000077e-26 1.127897848993124228e+02 8.709635899560805683e+01
1.355540817412680196e-27 2.000000000000000077e-26 1.154169964883200947e+02 8.912509381337459047e+01
1.396344650127751090e-27 2.000000000000000077e-26 1.181054036965903009e+02 9.120108393559097237e+01
1.437782787705271874e-27 2.000000000000000077e-26 1.208564319532103326e+02 9.332543007969910320e+01
1.479853236453518428e-27 2.000000000000000077e-26 1.236715398897759286e+02 9.549925860214358408e+01
1.522554035959698498e-27 2.000000000000000077e-26 1.265522201137774800e+02 9.772372209558106704e+01
1.565883269642560673e-27 2.000000000000000077e-26 1.295000000000000000e+02 1.000000000000000000e+02
1.609839074876929237e-27 2.000000000000000077e-26 1.325164425003575843e+02 1.023292992280753566e+02
1.654419652689414072e-27 2.000000000000000077e-26 1.356031469725915031e+02 1.047128548050899610e+02
1.699623277026066515e-27 2.000000000000000077e-26 1.387617500282700860e+02 1.071519305237606972e+02
1.745448303594238696e-27 2.000000000000000077e-26 1.419939264005424491e+02 1.096478196143185073e+02
1.791893178282134463e-27 2.000000000000000077e-26 1.453013898321042063e+02 1.122018454301963004e+02
1.838956445160782521e-27 2.000000000000000077e-26 1.486858939838463129e+02 1.148153621496882835e+02
1.886636754074231940e-27 2.000000000000000077e-26 1.521492333646691577e+02 1.174897554939530266e+02
1.934932867824757066e-27 2.000000000000000077e-26 1.556932442829549927e+02 1.202264434617413116e+02
1.983843668960728271e-27 2.000000000000000077e-26 1.593198058202033565e+02 1.230268770812381121e+02
2.033368166175571215e-27 2.000000000000000077e-26 1.630308408273446901e+02 1.258925411794167530e+02
2.083505500326950813e-27 2.000000000000000077e-26 1.668283169442609619e+02 1.288249551693134833e+02
2.134254950085918063e-27 2.000000000000000077e-26 1.707142476430547333e+02 1.318256738556407299e+02
2.185615937226246479e-27 2.000000000000000077e-26 1.746906932956190701e+02 1.348962882591653170e+02
2.237588031564641170e-27 2.000000000000000077e-26 1.787597622660736363e+02 1.380384264602885196e+02
2.290170955562867388e-27 2.000000000000000077e-26 1.829236120286468008e+02 1.412537544622755377e+02
2.343364588603166037e-27 2.000000000000000077e-26 1.871844503115976579e+02 1.445439770745927888e+02
2.397168970948499811e-27 2.000000000000000077e-26 1.915445362677828314e+02 1.479108388168207284e+02
2.451584307399400324e-27 2.000000000000000077e-26 1.960061816724887933e+02 1.513561248436207052e+02
2.506610970659283805e-27 2.000000000000000077e-26 2.005717521491662865e+02 1.548816618912481147e+02
2.562249504420140639e-27 2.000000000000000077e-26 2.052436684237142686e+02 1.584893192461114211e+02
2.618500626180600468e-27 2.000000000000000077e-26 2.100244076079814022e+02 1.621810097358929852e+02
2.675365229808263795e-27 2.000000000000000077e-26 2.149165045131639715e+02 1.659586907437559660e+02
2.732844387858165489e-27 2.000000000000000077e-26 2.199225529937958754e+02 1.698243652461744375e+02
2.790939353659147036e-27 2.000000000000000077e-26 2.250452073230441954e+02 1.737800828749376194e+02
2.849651563179773744e-27 2.000000000000000077e-26 2.302871836000404926e+02 1.778279410038922776e+02
2.908982636685276677e-27 2.000000000000000077e-26 2.356512611899927379e+02 1.819700858609982674e+02
2.968934380196780665e-27 2.000000000000000077e-26 2.411402841978413107e+02 1.862087136662867408e+02
3.029508786763929400e-27 2.000000000000000077e-26 2.467571629762406644e+02 1.905460717963248385e+02
3.090708037561744567e-27 2.000000000000000077e-26 2.525048756686668980e+02 1.949844599758045547e+02
3.152534502822347535e-27 2.000000000000000077e-26 2.583864697884698103e+02 1.995262314968878741e+02
3.214990742611857518e-27 2.000000000000000077e-26 2.644050638347040376e+02 2.041737944669529554e+02
3.278079507462549824e-27 2.000000000000000077e-26 2.705638489455982381e+02 2.089296130854040712e+02
3.341803738870095206e-27 2.000000000000000077e-26 2.768660905905391019e+02 2.137962089502232459e+02
3.406166569665340795e-27 2.000000000000000077e-26 2.833151303014669224e+02 2.187761623949551790e+02
3.471171324269858158e-27 2.000000000000000077e-26 2.899143874446000382e+02 2.238721138568340052e+02
3.536821518844116639e-27 2.000000000000000077e-26 2.966673610334268005e+02 2.290867652767774700e+02
3.603120861336934625e-27 2.000000000000000077e-26 3.035776315839299855e+02 2.344228815319922603e+02
3.670073251444441987e-27 2.000000000000000077e-26 3.106488630130239130e+02 2.398832919019489793e+02
3.737682780486536951e-27 2.000000000000000077e-26 3.178848045812114833e+02 2.454708915685031059e+02
3.805953731208492008e-27 2.000000000000000077e-26 3.252892928804909047e+02 2.511886431509582280e+02
3.874890577515091583e-27 2.000000000000000077e-26 3.328662538685679237e+02 2.570395782768864592e+02
3.944497984144347699e-27 2.000000000000000077e-26 3.406197049504519327e+02 2.630267991895381670e+02
4.014780806287498321e-27 2.000000000000000077e-26 3.485537571085353079e+02 2.691534803926913924e+02
4.085744089161811589e-27 2.000000000000000077e-26 3.566726170822925042e+02 2.754228703338166042e+02
4.157393067542290074e-27 2.000000000000000077e-26 3.649805895987468602e+02 2.818382931264454783e+02
4.229733165258207068e-27 2.000000000000000077e-26 3.734820796548954149e+02 2.884031503126605571e+02
4.302769994660045291e-27 2.000000000000000077e-26 3.821815948532967582e+02 2.951209226666384211e+02
4.376509356062136505e-27 2.000000000000000077e-26 3.910837477920611036e+02 3.019951720402016235e+02
4.450957237166078090e-27 2.000000000000000077e-26 4.001932585105101339e+02 3.090295432513592004e+02
4.526119812469731447e-27 2.000000000000000077e-26 4.095149569918051498e+02 3.162277660168379612e+02
4.602003442666315804e-27 2.000000000000000077e-26 4.190537857238683159e+02 3.235936569296280823e+02
4.678614674037903636e-27 2.000000000000000077e-26 4.288148023199554473e+02 3.311311214825910838e+02
4.755960237847352021e-27 2.000000000000000077e-26 4.388031822002675426e+02 3.388441561392027666e+02
4.834047049732551398e-27 2.000000000000000077e-26 4.490242213360284609e+02 3.467368504525316553e+02
4.912882209106548216e-27 2.000000000000000077e-26 4.594833390574800092e+02 3.548133892335753217e+02
4.992472998566942969e-27 2.000000000000000077e-26 4.701860809272812958e+02 3.630780547701014029e+02
5.072826883317748432e-27 2.000000000000000077e-26 4.811381216808387080e+02 3.715352290971727598e+02
5.153951510606725782e-27 2.000000000000000077e-26 4.923452682351268663e+02 3.801893963205612863e+02
5.235854709180971573e-27 2.000000000000000077e-26 5.038134627675931938e+02 3.890451449942804629e+02
5.318544488763360706e-27 2.000000000000000077e-26 5.155487858667789851e+02 3.981071705534973262e+02
5.402029039552301259e-27 2.000000000000000077e-26 5.275574597563263524e+02 4.073802778041130068e+02
5.486316731747104973e-27 2.000000000000000077e-26 5.398458515940844791e+02 4.168693834703354923e+02
5.571416115101055453e-27 2.000000000000000077e-26 5.524204768480623216e+02 4.265795188015925419e+02
5.657335918504136377e-27 2.000000000000000077e-26 5.652880027510150285e+02 4.365158322401661053e+02
5.744085049597260707e-27 2.000000000000000077e-26 5.784552518354976200e+02 4.466835921509634773e+02
5.831672594419684808e-27 2.000000000000000077e-26 5.919292055512634079e+02 4.570881896148752048e+02
5.920107817091157179e-27 2.000000000000000077e-26 6.057170079669215284e+02 4.677351412871981324e+02
6.009400159530210924e-27 2.000000000000000077e-26 6.198259695578161654e+02 4.786300923226380064e+02
6.099559241209944464e-27 2.000000000000000077e-26 6.342635710821376733e+02 4.897788193684461362e+02
6.190594858952449931e-27 2.000000000000000077e-26 6.490374675473177604e+02 5.011872336272724624e+02
6.282516986763038621e-27 2.000000000000000077e-26 6.641554922688173974e+02 5.128613839913648462e+02
6.375335775705217010e-27 2.000000000000000077e-26 6.796256610234549953e+02 5.248074602497722481e+02
6.469061553817327384e-27 2.000000000000000077e-26 6.954561762994771925e+02 5.370317963702526640e+02
6.563704826071660241e-27 2.000000000000000077e-26 7.116554316456240485e+02 5.495408738576247742e+02
6.659276274376788200e-27 2.000000000000000077e-26 7.282320161215019425e+02 5.623413251903490391e+02
6.755786757623776479e-27 2.000000000000000077e-26 7.451947188516177221e+02 5.754399373371566071e+02
6.853247311776823090e-27 2.000000000000000077e-26 7.625525336854877878e+02 5.888436553555890214e+02
6.951669150008845345e-27 2.000000000000000077e-26 7.803146639662936650e+02 6.025595860743580943e+02
7.051063662882519180e-27 2.000000000000000077e-26 7.984905274106193929e+02 6.165950018614821602e+02
7.151442418577081271e-27 2.000000000000000077e-26 8.170897611018499447e+02 6.309573444801930009e+02
7.252817163161269862e-27 2.000000000000000077e-26 8.361222265998788998e+02 6.456542290346556001e+02
7.355199820912694182e-27 2.000000000000000077e-26 8.555980151698373675e+02 6.606934480075964302e+02
7.458602494683836211e-27 2.000000000000000077e-26 8.755274531326165288e+02 6.760829753919819041e+02
7.563037466314935890e-27 2.000000000000000077e-26 8.959211073400224450e+02 6.918309709189362593e+02
7.668517197093830107e-27 2.000000000000000077e-26 9.167897907774587338e+02 7.079457843841380509e+02
7.775054328262911901e-27 2.000000000000000077e-26 9.381445682971127553e+02 7.244359600749905894e+02
7.882661681573291670e-27 2.000000000000000077e-26 9.599967624846883609e+02 7.413102413009177099e+02
7.991352259886203448e-27 2.000000000000000077e-26 9.823579596627926094e+02 7.585775750291835493e+02
8.101139247821650486e-27 2.000000000000000077e-26 1.005240016034156042e+03 7.762471166286919697e+02
8.212036012454294473e-27 2.000000000000000077e-26 1.028655063967945352e+03 7.943282347242821970e+02
8.324056104056589795e-27 2.000000000000000077e-26 1.052615518432508907e+03 8.128305161640995493e+02
8.437213256889118392e-27 2.000000000000000077e-26 1.077134083577958563e+03 8.317637711026708303e+02
8.551521390037955845e-27 2.000000000000000077e-26 1.102223759472076836e+03 8.511380382023759239e+02
8.666994608299127570e-27 2.000000000000000077e-26 1.127897848993124171e+03 8.709635899560805683e+02
8.783647203109931229e-27 2.000000000000000077e-26 1.154169964883200919e+03 8.912509381337458763e+02
8.901493653527111048e-27 2.000000000000000077e-26 1.181054036965902924e+03 9.120108393559096385e+02
9.020548627251704638e-27 2.000000000000000077e-26 1.208564319532102672e+03 9.332543007969904920e+02
9.140826981700426030e-27 2.000000000000000077e-26 1.236715398897759542e+03 9.549925860214359545e+02
9.262343765123454331e-27 2.000000000000000077e-26 1.265522201137775482e+03 9.772372209558111535e+02
9.385114217768527558e-27 2.000000000000000077e-26 1.295000000000000000e+03 1.000000000000000000e+03
9.509153773091133587e-27 2.000000000000000077e-26 1.325164425003577207e+03 1.023292992280754675e+03
9.634478059010605937e-27 2.000000000000000077e-26 1.356031469725914803e+03 1.047128548050899553e+03
9.761102899212141607e-27 2.000000000000000077e-26 1.387617500282701030e+03 1.071519305237607114e+03
9.889044314494326264e-27 2.000000000000000077e-26 1.419939264005424775e+03 1.096478196143185187e+03
1.001831852416226438e-26 2.000000000000000077e-26 1.453013898321042007e+03 1.122018454301962947e+03
1.014894194746598425e-26 2.000000000000000077e-26 1.486858939838463129e+03 1.148153621496882806e+03
1.028093120508401461e-26 2.000000000000000077e-26 1.521492333646689985e+03 1.174897554939529073e+03
1.041430312065206252e-26 2.000000000000000077e-26 1.556932442829549927e+03 1.202264434617413144e+03
1.054907472233652417e-26 2.000000000000000077e-26 1.593198058202033280e+03 1.230268770812381035e+03
1.068526324445286028e-26 2.000000000000000077e-26 1.630308408273446958e+03 1.258925411794167530e+03
1.082288612912856466e-26 2.000000000000000077e-26 1.668283169442607914e+03 1.288249551693133526e+03
1.096196102801093857e-26 2.000000000000000077e-26 1.707142476430547731e+03 1.318256738556407527e+03
1.110250580401939811e-26 2.000000000000000077e-26 1.746906932956190758e+03 1.348962882591653170e+03
1.124453853314284263e-26 2.000000000000000077e-26 1.787597622660736306e+03 1.380384264602885196e+03
1.138807750628216897e-26 2.000000000000000077e-26 1.829236120286466303e+03 1.412537544622754012e+03
1.153314123113916834e-26 2.000000000000000077e-26 1.871844503115976522e+03 1.445439770745927945e+03
1.167974843415311880e-26 2.000000000000000077e-26 1.915445362677828371e+03 1.479108388168207284e+03
1.182791806248837376e-26 2.000000000000000077e-26 1.960061816724890150e+03 1.513561248436208643e+03
1.197766928607806335e-26 2.000000000000000077e-26 2.005717521491662865e+03 1.548816618912481090e+03
1.212902149973350556e-26 2.000000000000000077e-26 2.052436684237142345e+03 1.584893192461114040e+03
1.228199432533552889e-26 2.000000000000000077e-26 2.100244076079814022e+03 1.621810097358929852e+03
1.243660761413616830e-26 2.000000000000000077e-26 2.149165045131641818e+03 1.659586907437561422e+03
1.259288144921894684e-26 2.000000000000000077e-26 2.199225529937958527e+03 1.698243652461744205e+03
1.275083614820038173e-26 2.000000000000000077e-26 2.250452073230442238e+03 1.737800828749376251e+03
1.291049226631172390e-26 2.000000000000000077e-26 2.302871836000404983e+03 1.778279410038922833e+03
1.307187060009477854e-26 2.000000000000000077e-26 2.356512611899929652e+03 1.819700858609984380e+03
1.323499219210089209e-26 2.000000000000000077e-26 2.411402841978413562e+03 1.862087136662867579e+03
1.339987833723753263e-26 2.000000000000000077e-26 2.467571629762406246e+03 1.905460717963248271e+03
1.356655059182084335e-26 2.000000000000000077e-26 2.525048756686668639e+03 1.949844599758045433e+03
1.373503078706144978e-26 2.000000000000000077e-26 2.583864697884700490e+03 1.995262314968880901e+03
1.390534104978090052e-26 2.000000000000000077e-26 2.644050638347040604e+03 2.041737944669529497e+03
1.407750383485800315e-26 2.000000000000000077e-26 2.705638489455980107e+03 2.089296130854038893e+03
1.425154197658719700e-26 2.000000000000000077e-26 2.768660905905391246e+03 2.137962089502232629e+03
1.442747877033111716e-26 2.000000000000000077e-26 2.833151303014669338e+03 2.187761623949551904e+03
1.460533810237115313e-26 2.000000000000000077e-26 2.899143874446000154e+03 2.238721138568339939e+03
1.478514465590816460e-26 2.000000000000000077e-26 2.966673610334265504e+03 2.290867652767772597e+03
1.496692423652710960e-26 2.000000000000000077e-26 3.035776315839299969e+03 2.344228815319922887e+03
1.515070428373443298e-26 2.000000000000000077e-26 3.106488630130239471e+03 2.398832919019489964e+03
1.533651467022535694e-26 2.000000000000000077e-26 3.178848045812115288e+03 2.454708915685031116e+03
1.552438894284169023e-26 2.000000000000000077e-26 3.252892928804905750e+03 2.511886431509579779e+03
1.571436623660897817e-26 2.000000000000000077e-26 3.328662538685679465e+03 2.570395782768864592e+03
1.590649420692869593e-26 2.000000000000000077e-26 3.406197049504518418e+03 2.630267991895381329e+03
1.610083349056807448e-26 2.000000000000000077e-26 3.485537571085356831e+03 2.691534803926916538e+03
1.629746444522993237e-26 2.000000000000000077e-26 3.566726170822925269e+03 2.754228703338166270e+03
1.649649726004749094e-26 2.000000000000000077e-26 3.649805895987468830e+03 2.818382931264454783e+03
1.669808701599551169e-26 2.000000000000000077e-26 3.734820796548954604e+03 2.884031503126605912e+03
1.690245596079347437e-26 2.000000000000000077e-26 3.821815948532971106e+03 2.951209226666387167e+03
1.710992622064944312e-26 2.000000000000000077e-26 3.910837477920611036e+03 3.019951720402016235e+03
1.732096749799147218e-26 2.000000000000000077e-26 4.001932585105101225e+03 3.090295432513592004e+03
1.753626612684335049e-26 2.000000000000000077e-26 4.095149569918051384e+03 3.162277660168379498e+03
1.775682433973314985e-26 2.000000000000000077e-26 4.190537857238688048e+03 3.235936569296284233e+03
1.798410195202684362e-26 2.000000000000000077e-26 4.288148023199554700e+03 3.311311214825911065e+03
1.822021715743720840e-26 2.000000000000000077e-26 4.388031822002674744e+03 3.388441561392027324e+03
1.846822908545081285e-26 2.000000000000000077e-26 4.490242213360284950e+03 3.467368504525316894e+03
1.873253261019709843e-26 2.000000000000000077e-26 4.594833390574804980e+03 3.548133892335756627e+03
1.901940612570880453e-26 2.000000000000000077e-26 4.701860809272812730e+03 3.630780547701013802e+03
1.933776622466569064e-26 2.000000000000000077e-26 4.811381216808382305e+03 3.715352290971723960e+03
1.970020016433219937e-26 2.000000000000000077e-26 4.923452682351267867e+03 3.801893963205612636e+03
2.012394935803570625e-26 2.000000000000000077e-26 5.038029491455145944e+03 3.890451449942804629e+03
2.063438638512558880e-26 2.000000000000000077e-26 5.155380273509825201e+03 3.981071705534973262e+03
2.126527536692946097e-26 2.000000000000000077e-26 5.275464506425039872e+03 4.073802778041126203e+03
2.206360490859248553e-26 2.000000000000000077e-26 5.398345860450592227e+03 4.168693834703354696e+03
2.309369174512050836e-26 2.000000000000000077e-26 5.524089488906906809e+03 4.265795188015925305e+03
2.444303027508885609e-26 2.000000000000000077e-26 5.652762062730213984e+03 4.365158322401661280e+03
2.622991767497495833e-26 2.000000000000000077e-26 5.784431805822326169e+03 4.466835921509630680e+03
2.861332638625922221e-26 2.000000000000000077e-26 5.919168531223896025e+03 4.570881896148751366e+03
3.180560039519839172e-26 2.000000000000000077e-26 6.057043678130174158e+03 4.677351412871980756e+03
3.608867374005680088e-26 2.000000000000000077e-26 6.198130349769054192e+03 4.786300923226384839e+03
4.183465047824532156e-26 2.000000000000000077e-26 6.342503352161330440e+03 4.897788193684461476e+03
4.953174605246116069e-26 2.000000000000000077e-26 6.490239233783884629e+03 5.011872336272725079e+03
5.981677135099444783e-26 2.000000000000000077e-26 6.641416326156657306e+03 5.128613839913648007e+03
7.351554298964954864e-26 2.000000000000000077e-26 6.796114785375101746e+03 5.248074602497727938e+03
9.169282602778719218e-26 2.000000000000000077e-26 6.954416634609960056e+03 5.370317963702526868e+03
1.157136572554661857e-25 2.000000000000000077e-26 7.116405807597082458e+03 5.495408738576248652e+03
1.473181562114677675e-25 2.000000000000000077e-26 7.282168193140150834e+03 5.623413251903491073e+03
1.887122040167354839e-25 2.000000000000000077e-26 7.451791680650121634e+03 5.754399373371572437e+03
2.426766525716868332e-25 2.000000000000000077e-26 7.625366206745288764e+03 5.888436553555889986e+03
3.126980130561762928e-25 2.000000000000000077e-26 7.802983802936933898e+03 6.025595860743580488e+03
4.031238560742218670e-25 2.000000000000000077e-26 7.984738644425590792e+03 6.165950018614822511e+03
5.193464279832086160e-25 2.000000000000000077e-26 8.170727100034039722e+03 6.309573444801936603e+03
6.680182394585211080e-25 2.000000000000000077e-26 8.361047783303276447e+03 6.456542290346556001e+03
8.573036025322421499e-25 2.000000000000000077e-26 8.555801604778771434e+03 6.606934480075957254e+03
1.097170269577240811e-24 2.000000000000000077e-26 8.755091825514553420e+03 6.760829753919819268e+03
1.399725449594449989e-24 2.000000000000000077e-26 8.959024111823551721e+03 6.918309709189362366e+03
1.779600530841401422e-24 2.000000000000000077e-26 9.167706591303352980e+03 7.079457843841380964e+03
2.254388811342857338e-24 2.000000000000000077e-26 9.381249910166796326e+03 7.244359600749898163e+03
2.845140417479785760e-24 2.000000000000000077e-26 9.599767291908141488e+03 7.413102413009177326e+03
3.576918363738800230e-24 2.000000000000000077e-26 9.823374597335588987e+03 7.585775750291835720e+03
4.460539232513048011e-24 1.998484907931434232e-26 1.004780869552203148e+04 7.762471166286919470e+03
5.462210236611971534e-24 1.991789285845843657e-26 1.026184087212740997e+04 7.943282347242813557e+03
