# cool                       heat                          temp                t1
6.666583920893803963e-24 1.985094871772771058e-26 1.048039237426122236e+04 8.128305161640994811e+03
8.109677299350011716e-24 1.978400996452221688e-26 1.070358032277608618e+04 8.317637711026709439e+03
9.832718989575476215e-24 1.971707795116922470e-26 1.093149803558197527e+04 8.511380382023768107e+03
1.188272577208906642e-23 1.965015811272432849e-26 1.116422614754902133e+04 8.709635899560806138e+03
1.386021061133064103e-23 1.945794127599281017e-26 1.136012835254677884e+04 8.912509381337458763e+03
1.596503872279058319e-23 1.922751064985125444e-26 1.154563861371313578e+04 9.120108393559095930e+03
1.834902041834909932e-23 1.899762045817923070e-26 1.173373247807789448e+04 9.332543007969914470e+03
2.104831376027209493e-23 1.876785758705257686e-26 1.192478391580054995e+04 9.549925860214360000e+03
2.409082973228950478e-23 1.853877171586229765e-26 1.211836937801452768e+04 9.772372209558112445e+03
2.751236878497968762e-23 1.831037228285983723e-26 1.231450325721093577e+04 1.000000000000000000e+04
3.136220914762472674e-23 1.808206775434400371e-26 1.251372804916306632e+04 1.023292992280753606e+04
3.472416075690893353e-23 1.774437690839704176e-26 1.267278405175495391e+04 1.047128548050898462e+04
3.776178196589031163e-23 1.734396828337310673e-26 1.280660031498104217e+04 1.071519305237607114e+04
4.101042312088693407e-23 1.694640632909910191e-26 1.294086316697463917e+04 1.096478196143185050e+04
4.448636620785741292e-23 1.655100623906021802e-26 1.307579203235105342e+04 1.122018454301965357e+04
4.818355335934910128e-23 1.615957009723033302e-26 1.321075392713208748e+04 1.148153621496884080e+04
5.214076724576943822e-23 1.576916713314049152e-26 1.334674708359229771e+04 1.174897554939530346e+04
5.632804965708132081e-23 1.538374860504146293e-26 1.348237713367016113e+04 1.202264434617413099e+04
6.080780499210186373e-23 1.499859659668080898e-26 1.361929023875068015e+04 1.230268770812381081e+04
6.553991221897972211e-23 1.461814854689837150e-26 1.375589611412881095e+04 1.258925411794166212e+04
7.057103692048361299e-23 1.423944521116024299e-26 1.389323629150060333e+04 1.288249551693132344e+04
7.589343143764217234e-23 1.386395242877023333e-26 1.403076592409555815e+04 1.318256738556407436e+04
8.132251452451244690e-23 1.348275583132857324e-26 1.416382385677850652e+04 1.348962882591653215e+04
8.661720160495994507e-23 1.308333823236263452e-26 1.428736461582321681e+04 1.380384264602886651e+04
9.213077561012920979e-23 1.268963237230508746e-26 1.441019323019433432e+04 1.412537544622755377e+04
9.791935162056525367e-23 1.229798226900847432e-26 1.453342817515226852e+04 1.445439770745928035e+04
1.039669079741288842e-22 1.190995451969162948e-26 1.465656261874795746e+04 1.479108388168207239e+04
1.102445029709160916e-22 1.152757005741908395e-26 1.477892682075606899e+04 1.513561248436207097e+04
1.168417442222542899e-22 1.114574630171505433e-26 1.490213093489546918e+04 1.548816618912479498e+04
1.236878192683951004e-22 1.076896914022401126e-26 1.502471342854629802e+04 1.584893192461114086e+04
1.307826275056919993e-22 1.039726543215518221e-26 1.514663333241463442e+04 1.621810097358929852e+04
1.382198906319047115e-22 1.002605845634780215e-26 1.526937765500817477e+04 1.659586907437563059e+04
1.459041569474286360e-22 9.660383456726131999e-27 1.539126528284797860e+04 1.698243652461746024e+04
1.538586405691404061e-22 9.299106863976843448e-27 1.551264227553046840e+04 1.737800828749376160e+04
1.621618264446045162e-22 8.938924571718270693e-27 1.563460445786397395e+04 1.778279410038922651e+04
1.707170254451547010e-22 8.584194694326718779e-27 1.575565756533021704e+04 1.819700858609982606e+04
1.773952419259847584e-22 8.250136143238885449e-27 1.588759033593674212e+04 1.862087136662865669e+04
1.754921470540364932e-22 7.973051895981521996e-27 1.605988061902641311e+04 1.905460717963248317e+04
1.736305346887417674e-22 7.699084658035610076e-27 1.623206964326192610e+04 1.949844599758045661e+04
1.717904879513041472e-22 7.425389243231795461e-27 1.640593122980911721e+04 1.995262314968882856e+04
1.699923257911828222e-22 7.155076845001912866e-27 1.657947156230174369e+04 2.041737944669531498e+04
1.682150785737709136e-22 6.885084124925611153e-27 1.675463909157493254e+04 2.089296130854040894e+04
1.664762191985196391e-22 6.618148048060325158e-27 1.692964283327200974e+04 2.137962089502232266e+04
1.647618675863400657e-22 6.352230599222423681e-27 1.710579621700106509e+04 2.187761623949551722e+04
1.630800884395677028e-22 6.088663276201200887e-27 1.728220139093719990e+04 2.238721138568337847e+04
1.614269733394193316e-22 5.826925732328270260e-27 1.745918214881266977e+04 2.290867652767770051e+04
1.598001360109512236e-22 5.566718731226750561e-27 1.763692448341414638e+04 2.344228815319922796e+04
1.580541828336058287e-22 5.328543323493131981e-27 1.783175162299587100e+04 2.398832919019489782e+04
1.556310226437730280e-22 5.179172715515509703e-27 1.810939029627463242e+04 2.454708915685033571e+04
1.532506510464767513e-22 5.030157835902691786e-27 1.839067509350878754e+04 2.511886431509582326e+04
1.509155000900055786e-22 4.881707552141683772e-27 1.867523832597438377e+04 2.570395782768864592e+04
1.486192467482749878e-22 4.733472974225511695e-27 1.896378156214248884e+04 2.630267991895381419e+04
1.463633458832568865e-22 4.585596015513728064e-27 1.925607066616566954e+04 2.691534803926913810e+04
1.441503686820512496e-22 4.438301315069595488e-27 1.955168729037995217e+04 2.754228703338163177e+04
1.419738595032873963e-22 4.291211478082359994e-27 1.985142153016681186e+04 2.818382931264454965e+04
1.405305512016779915e-22 4.195967794001215797e-27 2.021031701234331194e+04 2.884031503126605821e+04
1.394498342009535574e-22 4.126661883913419964e-27 2.060416382767830146e+04 2.951209226666390168e+04
1.383781994700797678e-22 4.057406011179414870e-27 2.100539300455213379e+04 3.019951720402019055e+04
1.373155710602940411e-22 3.988200551466330443e-27 2.141413477064310064e+04 3.090295432513592095e+04
1.362614324210252076e-22 3.919016812218305270e-27 2.183069815469160312e+04 3.162277660168379225e+04
1.352158240306462745e-22 3.849862145439829443e-27 2.225518465607352846e+04 3.235936569296280868e+04
1.360683597002187939e-22 3.800742000824983478e-27 2.271234182015776605e+04 3.311311214825907518e+04
1.377785646424519935e-22 3.760489478286636279e-27 2.319010740274411000e+04 3.388441561392027506e+04
1.395098554779713036e-22 3.720246408067352116e-27 2.367780727795459097e+04 3.467368504525316530e+04
1.412624851088008246e-22 3.680012832104003309e-27 2.417564502643054584e+04 3.548133892335760174e+04
1.430367093438633511e-22 3.639788792613174443e-27 2.468382832283322205e+04 3.630780547701017349e+04
1.452051421848350480e-22 3.598353219307601297e-27 2.520088031143426997e+04 3.715352290971727780e+04
1.494053113932749077e-22 3.550529942844783973e-27 2.571943684555118307e+04 3.801893963205612818e+04
1.537266296888789408e-22 3.502710419337822022e-27 2.624862172102446493e+04 3.890451449942804902e+04
1.581717210265350579e-22 3.454903772465220564e-27 2.678854781477121287e+04 3.981071705534969078e+04
1.627437223242656025e-22 3.407113844050718728e-27 2.733938535339293594e+04 4.073802778041121928e+04
1.674462005386539994e-22 3.359340723676456584e-27 2.790134971310673427e+04 4.168693834703355242e+04
1.737305732310933351e-22 3.312846444291835589e-27 2.847667021377604033e+04 4.265795188015925669e+04
1.817346252425959959e-22 3.267603182069153658e-27 2.906569844938358801e+04 4.365158322401665646e+04
1.901047056317871273e-22 3.222374351894227207e-27 2.966671674372394773e+04 4.466835921509634500e+04
1.988574117085801643e-22 3.177160027814438659e-27 3.027996408027335929e+04 4.570881896148751548e+04
2.080100860591651786e-22 3.131960284448520669e-27 3.090568407042038234e+04 4.677351412871981302e+04
2.175839156919736564e-22 3.086761042490229216e-27 3.154432708719041693e+04 4.786300923226380110e+04
2.271359409698613872e-22 3.055375840252982154e-27 3.222129048538948336e+04 4.897788193684456201e+04
2.370402999179791245e-22 3.025901114537791009e-27 3.291630622583220247e+04 5.011872336272725079e+04
2.473751353594826802e-22 2.996430317371395704e-27 3.362621786303069530e+04 5.128613839913647826e+04
2.581590907333447765e-22 2.966963462038683956e-27 3.435134224683605134e+04 5.248074602497733576e+04
2.694116137598487087e-22 2.937500561892052618e-27 3.509200290589168435e+04 5.370317963702532870e+04
2.820261256902410428e-22 2.916311977369541235e-27 3.586550690759607096e+04 5.495408738576248288e+04
2.962173429587118109e-22 2.903983659597469164e-27 3.667485461683462927e+04 5.623413251903490891e+04
3.111222995170126316e-22 2.891655620922071243e-27 3.750244727138410963e+04 5.754399373371566617e+04
3.267768745576190312e-22 2.879327861740514112e-27 3.834869570746782119e+04 5.888436553555884166e+04
3.432187499667570425e-22 2.867000382450821061e-27 3.921402000147792569e+04 6.025595860743580852e+04
3.606223681404778242e-22 2.857637745761869284e-27 4.010566805984693201e+04 6.165950018614822329e+04
3.792087820080296461e-22 2.854482726010810745e-27 4.103236405671949615e+04 6.309573444801942969e+04
3.987531072082892892e-22 2.851327710855676112e-27 4.198047122778857010e+04 6.456542290346562368e+04
4.193047113037708791e-22 2.848172700298149277e-27 4.295048424227114447e+04 6.606934480075964530e+04
4.409155060181803466e-22 2.845017694339903366e-27 4.394290919711521565e+04 6.760829753919818904e+04
4.630405914074594780e-22 2.841862692982622629e-27 4.495826388098258030e+04 6.918309709189362184e+04
4.846860141952525827e-22 2.838707696227983422e-27 4.599707804432906414e+04 7.079457843841373688e+04
5.073432460410528430e-22 2.835552704077666406e-27 4.705989367572324409e+04 7.244359600749891251e+04
5.310595820738052012e-22 2.832397716533354395e-27 4.814726528454782965e+04 7.413102413009176962e+04
5.558845280699902882e-22 2.829242733596730203e-27 4.925976019023058325e+04 7.585775750291836448e+04
5.818194423588387555e-22 2.825332365098056275e-27 5.039577344329354673e+04 7.762471166286927473e+04
6.087980187866457001e-22 2.819072117528265169e-27 5.155094313752341986e+04 7.943282347242820833e+04
6.370274060436713888e-22 2.812811906301281480e-27 5.273258464260462642e+04 8.128305161640995357e+04
6.665655877148277259e-22 2.806551731443488542e-27 5.394130442100869550e+04 8.317637711026708712e+04
6.974732349459810406e-22 2.800291592981290135e-27 5.517772282522036403e+04 8.511380382023759012e+04
7.291995791324052920e-22 2.793041406838189713e-27 5.643926358938202611e+04 8.709635899560796679e+04
7.590790481170327227e-22 2.780715898007773462e-27 5.771258908758757025e+04 8.912509381337459490e+04
7.901821206265124299e-22 2.768390672284188655e-27 5.901461182400243706e+04 9.120108393559097021e+04
8.225588738642638643e-22 2.756065730073196801e-27 6.034597782779762201e+04 9.332543007969924656e+04
8.562614331775603776e-22 2.743741071781433996e-27 6.170734765397490264e+04 9.549925860214368731e+04
8.913312339125875215e-22 2.731386549907428393e-27 6.309928720413926931e+04 9.772372209558112081e+04
9.227241017898240295e-22 2.707482900745249030e-27 6.447924081512550765e+04 1.000000000000000000e+05
9.552197873487121950e-22 2.683581308749362881e-27 6.588925072919015656e+04 1.023292992280753679e+05
9.888567991526960372e-22 2.659681866442458209e-27 6.732996326145320199e+04 1.047128548050900717e+05
1.023675105734896827e-21 2.635784579834030338e-27 6.880204370371265395e+04 1.071519305237607041e+05
1.059716070806298009e-21 2.611889454958810700e-27 7.030617168292081624e+04 1.096478196143185050e+05
1.089887764269992331e-21 2.578808365594092584e-27 7.180446997464371088e+04 1.122018454301962920e+05
1.117469625538449936e-21 2.541414014049369747e-27 7.331560780537933169e+04 1.148153621496884007e+05
1.145742839292290115e-21 2.504028364439718245e-27 7.485818499598446942e+04 1.174897554939530382e+05
1.174724534305865313e-21 2.466651455206466938e-27 7.643284629177830357e+04 1.202264434617413062e+05
1.204432257666212487e-21 2.429283325046231222e-27 7.804024941632669652e+04 1.230268770812381117e+05
1.233413041993467062e-21 2.393119776178436352e-27 7.968666848882043269e+04 1.258925411794166139e+05
1.254587795323577371e-21 2.363732541739447070e-27 8.140035951056543854e+04 1.288249551693134854e+05
1.276123494679183621e-21 2.334348789419809975e-27 8.315069444818187912e+04 1.318256738556407508e+05
1.298028304231162939e-21 2.304965784713283545e-27 8.493862049543796456e+04 1.348962882591653324e+05
1.320305866331920709e-21 2.275587024582182254e-27 8.676472430700351833e+04 1.380384264602883777e+05
1.342962456301461061e-21 2.246212523947736989e-27 8.862981436822246178e+04 1.412537544622755377e+05
1.348962882591650593e-21 2.225102601599535529e-27 9.057942563600787253e+04 1.445439770745928108e+05
1.348962882591650593e-21 2.206925421787651345e-27 9.258822346823065891e+04 1.479108388168207312e+05
1.348962882591650593e-21 2.188749229409575132e-27 9.464145803601242369e+04 1.513561248436207243e+05
1.348962882591650593e-21 2.170574026624580745e-27 9.674010956806872855e+04 1.548816618912482809e+05
1.348962882591650593e-21 2.152399815599033456e-27 9.888517984828414046e+04 1.584893192461114086e+05
1.340034001206112532e-21 2.140052103916742255e-27 1.011129939358231641e+05 1.621810097358929925e+05
1.321947328139321245e-21 2.133795920214286935e-27 1.034291798670889402e+05 1.659586907437559566e+05
1.304104885529420501e-21 2.127539775863675341e-27 1.057984073815777956e+05 1.698243652461745951e+05
1.286503374029279553e-21 2.121283670894627375e-27 1.082218907957455958e+05 1.737800828749376233e+05
1.269139538881320342e-21 2.115027605336901326e-27 1.107008722177499003e+05 1.778279410038922797e+05
1.256616097458812044e-21 2.108771579220288126e-27 1.132366221833092568e+05 1.819700858609982533e+05
1.250937058634508105e-21 2.102515592574607765e-27 1.158304403061071644e+05 1.862087136662869307e+05
1.245283720767321818e-21 2.096259645429718977e-27 1.184836559430702182e+05 1.905460717963248317e+05
1.239655967411552000e-21 2.090003737815519238e-27 1.211976288748649822e+05 1.949844599758045515e+05
1.234053682649624323e-21 2.083747869761926113e-27 1.239737500019563449e+05 1.995262314968878927e+05
1.233920331648025398e-21 2.079505300353356128e-27 1.268287758584912517e+05 2.041737944669531716e+05
1.245337655904472924e-21 2.079505300353356128e-27 1.297829975555405254e+05 2.089296130854040966e+05
1.256860623361555928e-21 2.079505300353356128e-27 1.328060319157748017e+05 2.137962089502232557e+05
1.268490211523794794e-21 2.079505300353356128e-27 1.358994817920264613e+05 2.187761623949551722e+05
1.280227406940417650e-21 2.079505300353356128e-27 1.390649873723668279e+05 2.238721138568342431e+05
1.293941964148214591e-21 2.078490389856250260e-27 1.422955536179697956e+05 2.290867652767774707e+05
1.311792202443295274e-21 2.075336548565403613e-27 1.455822436993889278e+05 2.344228815319922578e+05
1.329888659942392751e-21 2.072182712310566614e-27 1.489448431021037104e+05 2.398832919019489782e+05
1.348234732484169059e-21 2.069028881093667451e-27 1.523851048985449306e+05 2.454708915685028478e+05
1.366833862736680780e-21 2.065875054916624983e-27 1.559048226441227307e+05 2.511886431509582035e+05
1.382165095540283650e-21 2.063604240282682406e-27 1.595142942177585501e+05 2.570395782768864592e+05
1.388544879751423369e-21 2.063604240282682406e-27 1.632298594416426786e+05 2.630267991895381710e+05
1.394954111708491835e-21 2.063604240282682406e-27 1.670319712976053415e+05 2.691534803926913883e+05
1.401392927336119600e-21 2.063604240282682406e-27 1.709226457156798861e+05 2.754228703338169144e+05
1.407861463186325827e-21 2.063604240282682406e-27 1.749039455829411745e+05 2.818382931264454965e+05
1.414359856441424858e-21 2.063604240282682406e-27 1.789779818372779700e+05 2.884031503126605530e+05
1.420888244916947459e-21 2.063604240282682406e-27 1.831469145866385661e+05 2.951209226666383911e+05
1.427446767064517494e-21 2.063604240282682406e-27 1.874129542543493735e+05 3.019951720402018982e+05
1.434035561974868521e-21 2.063604240282682406e-27 1.917783627511091472e+05 3.090295432513591950e+05
1.440654769380701280e-21 2.063604240282682406e-27 1.962454546742863022e+05 3.162277660168379080e+05
1.445439770745928076e-21 2.063604240282682406e-27 2.008165985351474665e+05 3.235936569296281086e+05
1.445439770745928076e-21 2.063604240282682406e-27 2.054942180146742612e+05 3.311311214825914358e+05
1.445439770745928076e-21 2.063604240282682406e-27 2.102807932486296049e+05 3.388441561392027652e+05
1.445439770745928076e-21 2.063604240282682406e-27 2.151788621425606543e+05 3.467368504525316530e+05
1.445439770745928076e-21 2.063604240282682406e-27 2.201910217174286663e+05 3.548133892335753189e+05
1.439905733686284672e-21 2.062721233781367757e-27 2.253079753144802526e+05 3.630780547701017349e+05
1.420312343468412315e-21 2.059567417689823957e-27 2.305120135597467306e+05 3.715352290971727925e+05
1.400985599287725591e-21 2.056413606643918902e-27 2.358362431690903904e+05 3.801893963205612381e+05
1.381921871957648686e-21 2.053259800645586159e-27 2.412834398543932184e+05 3.890451449942804757e+05
1.363117581692040818e-21 2.050105999696751762e-27 2.468564434253629006e+05 3.981071705534977373e+05
1.328413172266111628e-21 2.047703180212009044e-27 2.525695610878472507e+05 4.073802778041130514e+05
1.245469719816584248e-21 2.047703180212009044e-27 2.584526619246198097e+05 4.168693834703355096e+05
1.167705090076654036e-21 2.047703180212009044e-27 2.644727977837701910e+05 4.265795188015925814e+05
1.094795927749836700e-21 2.047703180212009044e-27 2.706331606210168684e+05 4.365158322401656187e+05
1.026439067195412690e-21 2.047703180212009044e-27 2.769370167422787636e+05 4.466835921509634936e+05
9.539454877081888761e-22 2.047703180212009044e-27 2.833877085355115705e+05 4.570881896148751839e+05
8.620323379272751361e-22 2.047703180212009044e-27 2.899886562428897014e+05 4.677351412871981156e+05
7.789750684995863739e-22 2.047703180212009044e-27 2.967433597742614802e+05 4.786300923226380255e+05
7.039204106924384867e-22 2.047703180212009044e-27 3.036554005628488376e+05 4.897788193684466532e+05
6.360973086646127820e-22 2.047703180212009044e-27 3.107284434641684056e+05 5.011872336272724788e+05
5.760709322655782662e-22 2.047703180212009044e-27 3.179662386991899111e+05 5.128613839913647971e+05
5.253829344640724862e-22 2.047703180212009044e-27 3.253726238427503849e+05 5.248074602497722954e+05
4.791549310438466683e-22 2.047703180212009044e-27 3.329515258582888637e+05 5.370317963702533161e+05
4.369944908428225195e-22 2.047703180212009044e-27 3.407069631799710914e+05 5.495408738576248288e+05
3.985437123874717325e-22 2.047703180212009044e-27 3.486430478433211683e+05 5.623413251903491328e+05
3.671173519225870847e-22 2.046952203799352149e-27 3.567478821691097692e+05 5.754399373371566180e+05
3.491304175655552180e-22 2.043798412955315506e-27 3.649877795254768571e+05 5.888436553555895807e+05
3.320247807587224563e-22 2.040644627166579348e-27 3.734179822370927432e+05 6.025595860743580852e+05
3.157572596711800765e-22 2.037490846435074013e-27 3.820428851988377864e+05 6.165950018614821602e+05
3.002867883592683687e-22 2.034337070762740243e-27 3.908669847933591809e+05 6.309573444801929872e+05
2.873626984215135675e-22 2.031802120141341421e-27 3.999097647046262864e+05 6.456542290346563095e+05
2.821177380759936405e-22 2.031802120141341421e-27 4.092248597668891307e+05 6.606934480075964238e+05
2.769685090455580259e-22 2.031802120141341421e-27 4.187569312665317557e+05 6.760829753919818904e+05
2.719132640367868855e-22 2.031802120141341421e-27 4.285110332340351888e+05 6.918309709189363057e+05
2.669502876479659492e-22 2.031802120141341421e-27 4.384923374233741779e+05 7.079457843841387657e+05
2.627892517281598257e-22 2.031802120141341421e-27 4.487061360541465110e+05 7.244359600749906385e+05
2.615818447919650405e-22 2.031802120141341421e-27 4.591578446175825084e+05 7.413102413009176962e+05
2.603799853867268583e-22 2.031802120141341421e-27 4.698530047479072819e+05 7.585775750291835284e+05
2.591836480238600005e-22 2.031802120141341421e-27 4.807972871605892433e+05 7.762471166286912048e+05
2.579928073318823122e-22 2.031802120141341421e-27 4.919964946590291220e+05 7.943282347242821706e+05
2.570395782768864777e-22 2.031802120141341421e-27 5.024918250926463515e+05 8.128305161640995648e+05
2.570395782768864777e-22 2.031802120141341421e-27 5.141963632956710644e+05 8.317637711026708130e+05
2.570395782768864777e-22 2.031802120141341421e-27 5.261735352167087840e+05 8.511380382023758721e+05
2.570395782768864777e-22 2.031802120141341421e-27 5.384296913108495064e+05 8.709635899560814723e+05
2.570395782768864777e-22 2.031802120141341421e-27 5.509713299542816821e+05 8.912509381337459199e+05
2.563722407733931370e-22 2.031802120141341421e-27 5.638051008898232831e+05 9.120108393559096148e+05
2.505364961036037707e-22 2.031802120141341421e-27 5.769378087526995223e+05 9.332543007969905157e+05
2.448335892002911563e-22 2.031802120141341421e-27 5.903764166784522822e+05 9.549925860214368440e+05
2.392604963067302000e-22 2.031802120141341421e-27 6.041280499948824290e+05 9.772372209558112081e+05
2.338142624952962163e-22 2.031802120141341421e-27 6.182000000000000000e+05 1.000000000000000000e+06
2.278987790803101697e-22 2.031802120141341421e-27 6.325997278279619059e+05 1.023292992280753679e+06
2.176416443850317840e-22 2.031802120141341421e-27 6.473348684050667798e+05 1.047128548050900688e+06
2.078461567972194472e-22 2.031802120141341421e-27 6.624132344978887122e+05 1.071519305237607099e+06
1.984915387743936495e-22 2.031802120141341421e-27 6.778428208557169419e+05 1.096478196143185021e+06
1.895579479175324963e-22 2.031802120141341421e-27 6.936318084494734649e+05 1.122018454301962862e+06
1.813090151968033575e-22 2.031802120141341421e-27 7.097885688093737699e+05 1.148153621496884152e+06
1.755575045555992564e-22 2.031802120141341421e-27 7.263216684636175632e+05 1.174897554939530324e+06
1.699884441616703918e-22 2.031802120141341421e-27 7.432398734804848209e+05 1.202264434617413208e+06
1.645960463020475002e-22 2.031802120141341421e-27 7.605521541162139038e+05 1.230268770812381059e+06
1.593747068624227867e-22 2.031802120141341421e-27 7.782676895711550023e+05 1.258925411794168642e+06
1.547206921962585727e-22 2.031802120141341421e-27 7.963958728566960199e+05 1.288249551693134941e+06
1.533022043639748980e-22 2.031802120141341421e-27 8.149463157755710417e+05 1.318256738556407392e+06
1.518967213063053020e-22 2.031802120141341421e-27 8.339288540181600256e+05 1.348962882591653382e+06
1.505041237947619404e-22 2.031802120141341421e-27 8.533535523775026668e+05 1.380384264602883719e+06
1.491242936939453809e-22 2.031802120141341421e-27 8.732307100857873447e+05 1.412537544622755377e+06
1.478339564028633777e-22 2.031802120141341421e-27 8.935708662751326337e+05 1.445439770745927934e+06
1.471547210719200339e-22 2.031802120141341421e-27 9.143848055655856151e+05 1.479108388168207137e+06
1.464786065438412790e-22 2.031802120141341421e-27 9.356835637832632056e+05 1.513561248436207185e+06
1.458055984798428026e-22 2.031802120141341421e-27 9.574784338116967119e+05 1.548816618912482634e+06
1.451356826070174658e-22 2.031802120141341421e-27 9.797809715794607764e+05 1.584893192461114144e+06
1.445439770745927982e-22 2.031802120141341421e-27 1.002603002187290462e+06 1.621810097358929925e+06
1.445439770745927982e-22 2.031802120141341421e-27 1.025956626177899307e+06 1.659586907437559683e+06
1.445439770745927982e-22 2.031802120141341421e-27 1.049854225951851346e+06 1.698243652461746009e+06
1.445439770745927982e-22 2.031802120141341421e-27 1.074308472332864301e+06 1.737800828749376349e+06
1.445439770745927982e-22 2.031802120141341421e-27 1.099332331286062021e+06 1.778279410038922913e+06
1.446191485044251502e-22 2.031802120141341421e-27 1.124939070792691084e+06 1.819700858609982533e+06
1.452866801641612778e-22 2.031802120141341421e-27 1.151142267884985777e+06 1.862087136662869481e+06
1.459572930100441433e-22 2.031802120141341421e-27 1.177955815844879951e+06 1.905460717963248258e+06
1.466310012641804160e-22 2.031802120141341421e-27 1.205393931570423767e+06 1.949844599758045515e+06
1.473078192143265729e-22 2.031802120141341421e-27 1.233471163113760762e+06 1.995262314968878869e+06
1.479877612141884854e-22 2.031802120141341421e-27 1.262202397394704400e+06 2.041737944669531658e+06
1.486708416837220166e-22 2.031802120141341421e-27 1.291602868093967903e+06 2.089296130854040850e+06
1.493570751094461966e-22 2.031802120141341421e-27 1.321688163730280241e+06 2.137962089502232615e+06
1.500464760447455361e-22 2.031802120141341421e-27 1.352474235925612971e+06 2.187761623949551955e+06
1.507390591101811562e-22 2.031802120141341421e-27 1.383977407862949185e+06 2.238721138568342198e+06
1.513561248436207093e-22 2.031443073973651941e-27 1.416214382941038115e+06 2.290867652767774649e+06
1.513561248436207093e-22 2.028262861959517770e-27 1.449202253630776191e+06 2.344228815319922753e+06
1.513561248436207093e-22 2.025082649945383600e-27 1.482958510537848575e+06 2.398832919019490015e+06
1.513561248436207093e-22 2.021902437931249430e-27 1.517501051676484756e+06 2.454708915685028769e+06
1.513561248436207093e-22 2.018722225917115260e-27 1.552848191959223710e+06 2.511886431509582326e+06
1.511202277964926623e-22 2.015901060070667700e-27 1.589018672907711938e+06 2.570395782768864650e+06
1.490467805395960570e-22 2.015901060070667700e-27 1.626031672589724651e+06 2.630267991895381361e+06
1.470017820455818410e-22 2.015901060070667700e-27 1.663906815787618048e+06 2.691534803926913999e+06
1.449848419827865027e-22 2.015901060070667700e-27 1.702664184403656051e+06 2.754228703338169027e+06
1.429955753751049284e-22 2.015901060070667700e-27 1.742324328107686015e+06 2.818382931264454965e+06
1.405212481112530929e-22 2.015901060070667700e-27 1.782908275232867571e+06 2.884031503126605880e+06
1.341967501247255438e-22 2.015901060070667700e-27 1.824437543925158447e+06 2.951209226666383911e+06
1.281569014372831888e-22 2.015901060070667700e-27 1.866934153552528005e+06 3.019951720402019098e+06
1.223888907200854805e-22 2.015901060070667700e-27 1.910420636379902484e+06 3.090295432513591833e+06
1.168804832490694606e-22 2.015901060070667700e-27 1.954920049516092055e+06 3.162277660168379545e+06
1.114460289032825209e-22 2.015901060070667700e-27 2.000455987138960743e+06 3.235936569296280853e+06
1.049698551977848739e-22 2.015901060070667700e-27 2.047052593005380128e+06 3.311311214825914241e+06
9.887001455930353061e-23 2.015901060070667700e-27 2.094734573252551258e+06 3.388441561392027419e+06
9.312463812146990555e-23 2.015901060070667700e-27 2.143527209497550968e+06 3.467368504525316879e+06
8.771312782656693657e-23 2.015901060070667700e-27 2.193456372241962235e+06 3.548133892335752957e+06
8.270203543585487636e-23 2.015901060070667700e-27 2.244548534588769078e+06 3.630780547701017465e+06
7.861695133045558300e-23 2.015901060070667700e-27 2.296830786278722342e+06 3.715352290971728042e+06
7.473365079737330399e-23 2.015901060070667700e-27 2.350330848053709604e+06 3.801893963205612730e+06
7.104216669541789939e-23 2.015901060070667700e-27 2.405077086354641709e+06 3.890451449942804873e+06
6.753302421239256473e-23 2.015901060070667700e-27 2.461098528361722827e+06 3.981071705534977373e+06
6.429742770964947893e-23 2.015901060070667700e-27 2.518424877385026775e+06 4.073802778041130397e+06
6.197172697092454384e-23 2.015901060070667700e-27 2.577086528613613918e+06 4.168693834703355096e+06
5.973014909867772656e-23 2.015901060070667700e-27 2.637114585231445264e+06 4.265795188015925698e+06
5.756965128669249291e-23 2.015901060070667700e-27 2.698540874908704311e+06 4.365158322401656769e+06
5.548730079002551213e-23 2.015901060070667700e-27 2.761397966677255929e+06 4.466835921509634703e+06
5.356375307062308233e-23 2.015901060070667700e-27 2.825719188199157827e+06 4.570881896148751490e+06
5.234449319469878397e-23 2.015901060070667700e-27 2.891538643437458668e+06 4.677351412871981040e+06
5.115298706192801861e-23 2.015901060070667700e-27 2.958891230738548562e+06 4.786300923226380721e+06
4.998860291998689358e-23 2.015901060070667700e-27 3.027812661335736979e+06 4.897788193684466183e+06
4.885072339699134411e-23 2.015901060070667700e-27 3.098339478283798322e+06 5.011872336272724904e+06
4.778841203604053126e-23 2.015901060070667700e-27 3.170509075834617484e+06 5.128613839913648553e+06
4.713273044203837953e-23 2.015901060070667700e-27 3.244359719264092389e+06 5.248074602497722954e+06
4.648604513676808342e-23 2.015901060070667700e-27 3.319930565160905477e+06 5.370317963702532463e+06
4.584823268652083205e-23 2.015901060070667700e-27 3.397261682187836617e+06 5.495408738576248288e+06
4.521917135116179313e-23 2.015901060070667700e-27 3.476394072326737922e+06 5.623413251903491095e+06
4.459874106089339915e-23 2.015901060070667700e-27 3.557369692618302535e+06 5.754399373371566646e+06
4.398682339333782713e-23 2.015901060070667700e-27 3.640231477408254519e+06 5.888436553555895574e+06
4.338330155093210128e-23 2.015901060070667700e-27 3.725023361111681908e+06 6.025595860743581317e+06
4.278806033863698790e-23 2.015901060070667700e-27 3.811790301507683005e+06 6.165950018614822067e+06
4.220098614194806282e-23 2.015901060070667700e-27 3.900578303576553240e+06 6.309573444801930338e+06
4.162196690521035625e-23 2.015542013902978219e-27 3.991434443892245181e+06 6.456542290346562862e+06
